Site ID,Region ID,RAT Type,RAT SubType,Latitude,Longitude,Bands,Channels,First Seen,Last Seen,Visible,Tower Type,Operator
700015,2,LTE,LTE-A,26.19850019,50.59290088,"3, 1","1350, 101, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700319,2,LTE,LTE-A,26.20580031,50.61240081,3,"1350, 1350, 1350",3/3/2021,4/20/2021,TRUE,MACRO,Batelco
700076,2,LTE,LTE-A,26.20600076,50.60000051,"3, 41, 1","1350, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700011,2,LTE,LTE-A,26.2062003,50.59910065,"3, 20","1350, 6300, 1350, 6300, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700346,1,LTE,LTE-A,26.21230053,50.59400027,3,"1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700156,2,LTE,LTE-A,26.20780078,50.58790015,3,"1350, 1350, 1350",3/3/2021,3/7/2021,TRUE,MACRO,Batelco
700122,2,LTE,LTE-A,26.21140022,50.61120018,3,"1350, 1350, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Batelco
700093,2,LTE,LTE-A,26.20980096,50.58880016,3,"1350, 1350, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700645,2,LTE,LTE-A,26.20900042,50.59030052,3,1350,3/3/2021,3/3/2021,FALSE,MACRO,Batelco
700526,2,LTE,LTE-A,26.21440052,50.59700013,"3, 1","1350, 1350, 101",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700050,2,LTE,LTE-A,26.20910079,50.60830085,3,1350,8/7/2019,4/20/2021,FALSE,MACRO,Batelco
700096,2,LTE,LTE-A,26.21630042,50.59720012,3,1350,4/19/2020,3/7/2021,FALSE,MACRO,Batelco
700735,2,LTE,LTE-A,26.2114007,50.61060063,3,1350,12/30/2020,3/4/2021,FALSE,MACRO,Batelco
700269,2,LTE,LTE-A,26.21690087,50.61240058,3,1350,3/4/2021,4/20/2021,FALSE,MACRO,Batelco
700273,2,LTE,LTE-A,26.2148007,50.59260023,"3, 41","1350, 41514, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700281,2,LTE,LTE-A,26.20140068,50.59980074,"3, 1, 20","1350, 101, 6300",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700127,2,LTE,LTE-A,26.21830041,50.59780045,"3, 1, 41, 20","1350, 1350, 101, 41514, 1350, 101, 41514, 6300",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700282,2,LTE,LTE-A,26.20340062,50.58810036,"41, 3, 1","41364, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364",3/3/2021,12/31/2022,TRUE,MACRO,Batelco
700049,2,LTE,LTE-A,26.21570094,50.6045008,"1, 20, 3","101, 6300, 6300, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700292,2,LTE,LTE-A,26.20200083,50.5919005,"1, 41","101, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700314,2,LTE,LTE-A,26.2147006,50.58820074,3,"1350, 1350",4/19/2020,3/7/2021,FALSE,MACRO,Batelco
700242,2,LTE,LTE-A,26.21080029,50.59690031,"3, 1","1350, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700015,2,LTE,LTE-A,26.19850052,50.59290057,"3, 1","1350, 101, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700319,2,LTE,LTE-A,26.20580051,50.61240047,3,"1350, 1350, 1350",3/3/2021,4/20/2021,TRUE,MACRO,Batelco
700076,2,LTE,LTE-A,26.20600055,50.60000055,"3, 41, 1","1350, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700011,2,LTE,LTE-A,26.20620082,50.59910013,"3, 20","1350, 6300, 1350, 6300, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700746,2,LTE,LTE,26.21270047,50.6139005,3,"1350, 1350, 1350",8/11/2019,4/20/2021,TRUE,MACRO,Batelco
700346,1,LTE,LTE-A,26.21230019,50.59400084,3,"1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700122,2,LTE,LTE-A,26.21140053,50.61120084,3,"1350, 1350, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Batelco
700093,2,LTE,LTE-A,26.20980072,50.58880037,3,"1350, 1350, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700169,2,LTE,LTE-A,26.21550074,50.61370069,3,"1350, 1350",3/4/2021,4/20/2021,TRUE,MACRO,Batelco
700645,2,LTE,LTE-A,26.20900047,50.59030022,3,1350,3/3/2021,3/3/2021,FALSE,MACRO,Batelco
700526,2,LTE,LTE-A,26.21440087,50.59700083,"3, 1","1350, 1350, 101",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700330,2,LTE,LTE-A,26.21950087,50.61240016,3,"1350, 1350, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Batelco
700050,2,LTE,LTE-A,26.20910087,50.60830086,3,1350,8/7/2019,4/20/2021,FALSE,MACRO,Batelco
700096,2,LTE,LTE-A,26.21630071,50.59720022,3,1350,4/19/2020,3/7/2021,FALSE,MACRO,Batelco
700735,2,LTE,LTE-A,26.21140018,50.61060091,3,1350,12/30/2020,3/4/2021,FALSE,MACRO,Batelco
700269,2,LTE,LTE-A,26.21690087,50.6124005,3,1350,3/4/2021,4/20/2021,FALSE,MACRO,Batelco
700273,2,LTE,LTE-A,26.21480068,50.5926002,"3, 41","1350, 41514, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700281,2,LTE,LTE-A,26.2014004,50.59980013,"3, 1, 20","1350, 101, 6300",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700127,2,LTE,LTE-A,26.21830057,50.59780086,"3, 1, 41, 20","1350, 1350, 101, 41514, 1350, 101, 41514, 6300",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700282,2,LTE,LTE-A,26.2034003,50.58810027,"41, 3, 1","41364, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364",3/3/2021,12/31/2022,TRUE,MACRO,Batelco
700049,2,LTE,LTE-A,26.21570033,50.60450023,"1, 20, 3","101, 6300, 6300, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700292,2,LTE,LTE-A,26.20200094,50.59190061,"1, 41","101, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700314,2,LTE,LTE-A,26.2147004,50.58820086,3,"1350, 1350",4/19/2020,3/7/2021,FALSE,MACRO,Batelco
700242,2,LTE,LTE-A,26.21080042,50.59690013,"3, 1","1350, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700015,2,LTE,LTE-A,26.1985006,50.59290078,"3, 1","1350, 101, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700319,2,LTE,LTE-A,26.20580066,50.61240012,3,"1350, 1350, 1350",3/3/2021,4/20/2021,TRUE,MACRO,Batelco
700076,2,LTE,LTE-A,26.20600036,50.60000073,"3, 41, 1","1350, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700011,2,LTE,LTE-A,26.20620051,50.59910082,"3, 20","1350, 6300, 1350, 6300, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700401,2,LTE,LTE-A,26.22380065,50.60660034,"3, 1","1350, 1350, 101",3/4/2021,4/20/2021,TRUE,MACRO,Batelco
700746,2,LTE,LTE,26.21270032,50.61390029,3,"1350, 1350, 1350",8/11/2019,4/20/2021,TRUE,MACRO,Batelco
700346,1,LTE,LTE-A,26.21230023,50.59400089,3,"1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700156,2,LTE,LTE-A,26.20780029,50.58790056,3,"1350, 1350, 1350",3/3/2021,3/7/2021,TRUE,MACRO,Batelco
700122,2,LTE,LTE-A,26.2114005,50.61120037,3,"1350, 1350, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Batelco
700093,2,LTE,LTE-A,26.20980052,50.58880063,3,"1350, 1350, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700169,2,LTE,LTE-A,26.21550069,50.61370046,3,"1350, 1350",3/4/2021,4/20/2021,TRUE,MACRO,Batelco
700645,2,LTE,LTE-A,26.20900018,50.59030072,3,1350,3/3/2021,3/3/2021,FALSE,MACRO,Batelco
700071,2,LTE,LTE-A,26.20650071,50.58550034,3,1350,3/3/2021,3/7/2021,FALSE,MACRO,Batelco
700526,2,LTE,LTE-A,26.21440054,50.59700029,"3, 1","1350, 1350, 101",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700399,2,LTE,LTE-A,26.2125008,50.58440058,"3, 20","1350, 1350, 1350, 6300",4/19/2020,3/7/2021,TRUE,MACRO,Batelco
700330,2,LTE,LTE-A,26.21950041,50.61240021,3,"1350, 1350, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Batelco
700050,2,LTE,LTE-A,26.20910065,50.6083004,3,1350,8/7/2019,4/20/2021,FALSE,MACRO,Batelco
700096,2,LTE,LTE-A,26.21630042,50.5972009,3,1350,4/19/2020,3/7/2021,FALSE,MACRO,Batelco
700735,2,LTE,LTE-A,26.21140038,50.61060089,3,1350,12/30/2020,3/4/2021,FALSE,MACRO,Batelco
700269,2,LTE,LTE-A,26.21690059,50.61240079,3,1350,3/4/2021,4/20/2021,FALSE,MACRO,Batelco
700273,2,LTE,LTE-A,26.21480062,50.5926008,"3, 41","1350, 41514, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700281,2,LTE,LTE-A,26.20140037,50.59980077,"3, 1, 20","1350, 101, 6300",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700127,2,LTE,LTE-A,26.21830027,50.59780095,"3, 1, 41, 20","1350, 1350, 101, 41514, 1350, 101, 41514, 6300",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700282,2,LTE,LTE-A,26.20340096,50.58810077,"41, 3, 1","41364, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364",3/3/2021,12/31/2022,TRUE,MACRO,Batelco
700049,2,LTE,LTE-A,26.21570047,50.60450056,"1, 20, 3","101, 6300, 6300, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700292,2,LTE,LTE-A,26.20200041,50.59190026,"1, 41","101, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700270,2,LTE,LTE-A,26.21340027,50.6169002,3,"1350, 1350, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Batelco
700314,2,LTE,LTE-A,26.21470033,50.58820063,3,"1350, 1350",4/19/2020,3/7/2021,FALSE,MACRO,Batelco
700242,2,LTE,LTE-A,26.21080054,50.59690018,"3, 1","1350, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700015,2,LTE,LTE-A,26.19850011,50.5929008,"3, 1","1350, 101, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700319,2,LTE,LTE-A,26.2058004,50.61240016,3,"1350, 1350, 1350",3/3/2021,4/20/2021,TRUE,MACRO,Batelco
700076,2,LTE,LTE-A,26.2060008,50.60000026,"3, 41, 1","1350, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700011,2,LTE,LTE-A,26.20620064,50.5991003,"3, 20","1350, 6300, 1350, 6300, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700401,2,LTE,LTE-A,26.22380098,50.60660014,"3, 1","1350, 1350, 101",3/4/2021,4/20/2021,TRUE,MACRO,Batelco
700746,2,LTE,LTE,26.21270024,50.6139002,3,"1350, 1350, 1350",8/11/2019,4/20/2021,TRUE,MACRO,Batelco
700346,1,LTE,LTE-A,26.21230077,50.59400034,3,"1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700156,2,LTE,LTE-A,26.20780085,50.58790099,3,"1350, 1350, 1350",3/3/2021,3/7/2021,TRUE,MACRO,Batelco
700122,2,LTE,LTE-A,26.21140083,50.61120088,3,"1350, 1350, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Batelco
700093,2,LTE,LTE-A,26.20980067,50.5888002,3,"1350, 1350, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700169,2,LTE,LTE-A,26.21550071,50.61370051,3,"1350, 1350",3/4/2021,4/20/2021,TRUE,MACRO,Batelco
700645,2,LTE,LTE-A,26.20900017,50.59030057,3,1350,3/3/2021,3/3/2021,FALSE,MACRO,Batelco
700263,2,LTE,LTE-A,26.22580063,50.59850034,"3, 1, 20","1350, 101, 1350, 101, 6300",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700071,2,LTE,LTE-A,26.20650047,50.58550012,3,1350,3/3/2021,3/7/2021,FALSE,MACRO,Batelco
700526,2,LTE,LTE-A,26.21440018,50.59700029,"3, 1","1350, 1350, 101",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700399,2,LTE,LTE-A,26.21250055,50.58440046,"3, 20","1350, 1350, 1350, 6300",4/19/2020,3/7/2021,TRUE,MACRO,Batelco
700330,2,LTE,LTE-A,26.21950034,50.61240098,3,"1350, 1350, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Batelco
700050,2,LTE,LTE-A,26.20910016,50.60830052,3,1350,8/7/2019,4/20/2021,FALSE,MACRO,Batelco
700096,2,LTE,LTE-A,26.21630065,50.59720017,3,1350,4/19/2020,3/7/2021,FALSE,MACRO,Batelco
700735,2,LTE,LTE-A,26.21140049,50.61060059,3,1350,12/30/2020,3/4/2021,FALSE,MACRO,Batelco
700269,2,LTE,LTE-A,26.21690069,50.61240034,3,1350,3/4/2021,4/20/2021,FALSE,MACRO,Batelco
700273,2,LTE,LTE-A,26.21480066,50.59260042,"3, 41","1350, 41514, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700104,2,LTE,LTE-A,26.22910027,50.57210074,"3, 41, 20","1350, 41364, 41514, 6300, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700281,2,LTE,LTE-A,26.20140035,50.5998006,"3, 1, 20","1350, 101, 6300",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700014,2,LTE,LTE-A,26.20400042,50.57460091,"3, 1, 41","1350, 101, 41364, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700127,2,LTE,LTE-A,26.21830021,50.59780054,"3, 1, 41, 20","1350, 1350, 101, 41514, 1350, 101, 41514, 6300",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700282,2,LTE,LTE-A,26.20340062,50.58810074,"41, 3, 1","41364, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364",3/3/2021,12/31/2022,TRUE,MACRO,Batelco
700292,2,LTE,LTE-A,26.20200069,50.59190057,"1, 41","101, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700314,2,LTE,LTE-A,26.21470056,50.58820015,3,"1350, 1350",4/19/2020,3/7/2021,FALSE,MACRO,Batelco
700242,2,LTE,LTE-A,26.21080064,50.5969004,"3, 1","1350, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700352,2,LTE,LTE-A,26.22770075,50.57200043,41,"41364, 41514, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700015,2,LTE,LTE-A,26.19850016,50.59290061,"3, 1","1350, 101, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700076,2,LTE,LTE-A,26.20600049,50.60000068,"3, 41, 1","1350, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700009,2,LTE,LTE,26.22880013,50.58020077,3,"1350, 1350, 1350",12/30/2020,12/30/2020,TRUE,MACRO,Batelco
700011,2,LTE,LTE-A,26.20620061,50.59910059,"3, 20","1350, 6300, 1350, 6300, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700346,1,LTE,LTE-A,26.21230088,50.59400014,3,"1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700156,2,LTE,LTE-A,26.20780012,50.58790048,3,"1350, 1350, 1350",3/3/2021,3/7/2021,TRUE,MACRO,Batelco
700093,2,LTE,LTE-A,26.20980024,50.5888002,3,"1350, 1350, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700645,2,LTE,LTE-A,26.20900015,50.59030066,3,1350,3/3/2021,3/3/2021,FALSE,MACRO,Batelco
700349,2,LTE,LTE-A,26.22980028,50.59860021,"3, 1","1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700263,2,LTE,LTE-A,26.22580027,50.59850061,"3, 1, 20","1350, 101, 1350, 101, 6300",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700071,2,LTE,LTE-A,26.20650083,50.58550059,3,1350,3/3/2021,3/7/2021,FALSE,MACRO,Batelco
700051,2,LTE,LTE-A,26.21930015,50.57490055,"20, 41","6300, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700526,2,LTE,LTE-A,26.21440092,50.59700046,"3, 1","1350, 1350, 101",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700226,2,LTE,LTE-A,26.20380085,50.57850065,1,"101, 101",4/21/2021,4/21/2021,TRUE,MACRO,Batelco
700399,2,LTE,LTE-A,26.21250081,50.58440061,"3, 20","1350, 1350, 1350, 6300",4/19/2020,3/7/2021,TRUE,MACRO,Batelco
700163,2,LTE,LTE-A,26.22470062,50.57230066,41,41514,3/3/2021,3/3/2021,FALSE,MACRO,Batelco
700096,2,LTE,LTE-A,26.21630074,50.59720036,3,1350,4/19/2020,3/7/2021,FALSE,MACRO,Batelco
700083,2,LTE,LTE-A,26.21880029,50.57910044,20,6300,3/3/2021,3/3/2021,FALSE,MACRO,Batelco
700273,2,LTE,LTE-A,26.21480056,50.59260072,"3, 41","1350, 41514, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700104,2,LTE,LTE-A,26.2291002,50.5721003,"3, 41, 20","1350, 41364, 41514, 6300, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700281,2,LTE,LTE-A,26.20140047,50.59980034,"3, 1, 20","1350, 101, 6300",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700014,2,LTE,LTE-A,26.20400037,50.57460077,"3, 1, 41","1350, 101, 41364, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700601,2,LTE,LTE-A,26.23550085,50.59750082,"3, 1","1350, 101, 1350, 101, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700779,2,LTE,LTE-A,26.24060078,50.59490029,"3, 1, 20","1350, 101, 101, 1350, 101, 6300",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700127,2,LTE,LTE-A,26.21830011,50.59780039,"3, 1, 41, 20","1350, 1350, 101, 41514, 1350, 101, 41514, 6300",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700282,2,LTE,LTE-A,26.20340094,50.58810072,"41, 3, 1","41364, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364",3/3/2021,12/31/2022,TRUE,MACRO,Batelco
700642,2,LTE,LTE-A,26.20660091,50.56730022,"41, 3, 1","41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700049,2,LTE,LTE-A,26.2157009,50.60450077,"1, 20, 3","101, 6300, 6300, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Batelco
700271,2,LTE,LTE-A,26.23510048,50.57170066,"1, 41","101, 41364, 41364, 41514",3/3/2021,3/7/2021,TRUE,MACRO,Batelco
700292,2,LTE,LTE-A,26.20200029,50.5919005,"1, 41","101, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700314,2,LTE,LTE-A,26.21470052,50.58820081,3,"1350, 1350",4/19/2020,3/7/2021,FALSE,MACRO,Batelco
700242,2,LTE,LTE-A,26.21080011,50.59690078,"3, 1","1350, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700352,2,LTE,LTE-A,26.22770028,50.57200068,41,"41364, 41514, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700015,2,LTE,LTE-A,26.19850069,50.59290015,"3, 1","1350, 101, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700227,2,LTE,LTE,26.23320065,50.58320048,3,1350,12/30/2020,12/30/2020,FALSE,MACRO,Batelco
700319,2,LTE,LTE-A,26.20580087,50.61240034,3,"1350, 1350, 1350",3/3/2021,4/20/2021,TRUE,MACRO,Batelco
700076,2,LTE,LTE-A,26.2060007,50.60000053,"3, 41, 1","1350, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Batelco
700009,2,LTE,LTE,26.22880043,50.58020078,3,"1350, 1350, 1350",12/30/2020,12/30/2020,TRUE,MACRO,Batelco
